hörspielID	titel	kurzbeschreibung	beschreibung	metabeschreibung	veröffentlichungsdatum	unvollständig	cover	urlCoverApple	urlCoverKosmos	urlDreifragezeichen	idAppleMusic	idSpotify	idBookbeat	idAmazonMusic	idAmazon	idYouTubeMusic
350	Fußballgötter		"Heute Nacht wird etwas geschehen, das mit Fußballgöttern und dunklen Weissagungen zu tun hat", sagte Justus. Peter schüttelte sich. "Wie kannst du dabei ruhig bleiben? Uns droht ein Sack voll Gefahren!" Justus grinste. "Ja, aber darauf sind wir bestens vorbereitet!" In Rocky Beach findet ein Fußballturnier statt – und Justus Jonas ist als Torwart mit von der Partie. Doch schon bald zeigt sich, dass jemand hinter der goldenen Statue des Fußballgottes her ist. Die drei ??? müssen nicht nur das Endspiel gewinnen, sondern dabei auch noch einen gefährlichen Fall lösen …		2015-01-16	false	0	http://a1.mzstatic.com/r40/Music18/v4/6f/e8/cf/6fe8cff8-4a92-57d6-3cba-e3ff4167d441/886445753622.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/fussballgotter1	1134540244	6sS4r99PFfzH6Gxc1Z3evg		B01IG5G7HA	3803232910	MPREb_cV9ahgayLGm
351	Duell der Ritter		"Was war das?", rief Peter erschrocken und sah sich unsicher um. Auf der obersten Treppenstufe stand ein Mann in einem schwarzen Umhang. Seine Augen waren mit einer Maske bedeckt und in der Hand trug er einen langen Säbel. "Tod dem König!", brüllte er. Auf Burg Drachenfels finden Ritterspiele statt, mit einer Menge spannender Wettkämpfe. Dem Sieger winkt viel Geld und die Tochter des Königs. Doch nicht alle kämpfen mit fairen Mitteln. Bald schon sind die drei ??? einem gefährlichen schwarzen Ritter auf der Spur …		2015-03-06	false	0	http://a1.mzstatic.com/r40/Music20/v4/4f/40/01/4f4001bd-629e-a991-6115-8432c82b1a20/886445753684.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/duell-der-ritter-2	1134540248	5J0AsPaix5KTMNjTFpj624		B01IG5JPSS	B00P35TQ3Y	MPREb_NtcD0oX7tKX
352	Monster in Rocky Beach		In der Schlucht von Rocky Beach soll ein zotteliger Affenmensch unterwegs sein, ein sogenannter Bigfoot. Noch nie hat jemand ein solches Wesen gesehen, doch plötzlich tauchen Fotos auf und verräterische Fußspuren werden entdeckt. Die drei ??? Kids begeben sich auf eine gefährliche Monsterjagd.		2015-05-15	false	0	http://a1.mzstatic.com/r40/Music60/v4/ab/8c/fa/ab8cfa22-bc0f-8e57-88d6-fef552cee509/886445756616.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/monster-in-rocky-beach2	1134543461	5fIxmzKdFvtbRIeRBEeptA		B01IG5JFS8	B00U35N6D0	MPREb_PRzOGkP86hq
353	Ein Fall für Superhelden		Es gab einen lauten Knall, und der Wagen stand in Flammen. Mr. Jeffers brüllte durch ein Megafon: "Die Kameras in Bereitschaft! Auftritt des Superhelden! Drei, zwei, eins und Action!" Justus tritt als Werbestar einer Cornflakes-Firma auf. Im Superman-Kostüm soll er vor laufender Kamera Heldentaten vollbringen. Doch schon bald kommen die drei ??? Kids einem bösen Werbeschwindel auf die Spur …		2015-07-10	false	0	http://a1.mzstatic.com/r40/Music18/v4/74/6a/1e/746a1ed6-65ea-02aa-05ae-e6354f53e526/886445756685.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/ein-fall-fur-superhelden1	1134564507	4Al8xe9LlMxHWhIddbienL		B01IG5FXYS	B00VZQYW20	MPREb_Cgu5jEP3oaj
354	Jagd auf das Dino-Ei		Justus nahm das Ei in die Hand und hielt es sich vorsichtig ans Ohr. "Wahnsinn! Da drin bewegt sich was!" Peter riss vor Schreck die Augen auf. "Leg sofort das Ei weg, Just!" Die Reise in den Safaripark auf Conga Island hat es in sich. Ein verrückter Pilot, wilde Tiere und ein Inselgeheimnis bescheren den drei ??? Kids eines ihrer gefährlichsten Abenteuer …		2015-10-02	false	0	http://a1.mzstatic.com/r40/Music60/v4/f1/f7/34/f1f73467-cfda-4150-a5da-42585c8cc92d/886445756838.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/jagd-auf-das-dino-ei-1	1134546821	6eQDj0n1wU2dEXO7vr1Bmm		B01IG5IT08	B00VZQYZMW	MPREb_1l8BdDRq43g
355	Falsche Fußball-Freunde		In Rocky Beach findet die Weltmeisterschaft im Strandfußball statt. Viele berühmte Fußballstars werden erwartet. Doch nicht alle Fußballfreunde spielen fair. Die drei ??? Kids stürzen sich in ein gefährliches Abenteuer.		2015-12-04	false	0	http://a1.mzstatic.com/r40/Music20/v4/3c/6a/12/3c6a12cc-c72f-364d-2654-6de13499af3e/886445756920.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/falsche-fussballfreunde-1	1134560583	42cBTxTbzCzbYm0sd4VUxU		B01IG5JX7G	3803232961	MPREb_ytBVcAqtOd3
356	Tanz der Skelette		Ein alter Piratengeist versucht, den Surflehrer aus seiner Strandhütte zu vertreiben. Als nachts auch noch leuchtende Skelette auftauchen und schaurige Tänze aufführen, eilen die drei ??? ihrem Freund zu Hilfe. Doch keiner der Detektive ahnt, was sich hinter den Spukgestalten für ein Geheimnis verbirgt …		2016-01-15	false	0	http://a1.mzstatic.com/r40/Music60/v4/86/d2/8e/86d28e94-0e9a-848e-fb98-8d9e5a498e34/886445757774.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/tanz-der-skelette-1	1134548664	105UQAEjLpiqUCUK6x6i3g		B01IG5G5TA	B017E530DM	MPREb_ZRF0Kww4nbN
357	Der singende Geist		Onkel Titus hat auf einer Auktion eine alte Standuhr ersteigert. Doch kaum steht diese auf dem Schrottplatz, sind auf einmal jede Menge Leute hinter ihr her. Welches Geheimnis versteckt sich in der Uhr? Und was weiß das rätselhafte Mädchen mit der Stimme, die Glas zerspringen lässt? Ein singender Geist führt die drei ??? Kids auf eine gefährliche Spur …		2016-03-04	false	0	http://a1.mzstatic.com/r40/Music22/v4/c6/53/67/c6536708-f8d1-379f-1f2e-f1bdad765c02/886445758078.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/der-singende-geist-4	1147619383	1cCB23DWt7mRHBFvTsX87C		B01L9Q2A1K	3803232988	MPREb_MOYhThckvaG
358	Schatz der Piraten		Ein uralter Brief erzählt von der Zeit des Goldrausches in Kalifornien und bringt Die drei ??? Kids zum Schiffswrack der Santa Anna. Auf dem verlassenen Schiff finden Justus, Peter und Bob eine Schatzkarte. Diese führt sie zu einer Pirateninsel. Doch nicht nur die drei Detektive sind hinter dem Piratenschatz her. Eine spannende Jagd beginnt …		2016-04-04	false	0	http://a1.mzstatic.com/r40/Music71/v4/4c/26/22/4c26224f-f442-0bea-3426-aa209a2e24b3/886445758092.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/schatz-der-piraten1	1147641684	7zUg7xSxAAkwntDiX1yhGJ		B01L9Q3DSE	3803232996	MPREb_SNgWqzWfIOe
359	Tatort Kletterpark		Ein neuer Kletterpark wir eröffnet, und die drei ??? Kids dürfen zusammen mit Bobs Vater als erste auf das Gelände. Doch schon bald merken sie, dass jemand mit Absicht die Besucher in große Gefahr bringt. Wer steckt hinter dieser bösen Sabotage? Ein Fall mit viel Nervenkitzel …		2016-05-13	false	0	http://a1.mzstatic.com/r40/Music124/v4/e6/3d/ae/e63dae8d-89ed-b25c-e8ab-a0a4a4e9ee37/886445362602.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/tatort-kletterpark	1098177344	2Vu69KfWoS6eAzwnhqssWk		B01DMXGTZ6	3803260337	MPREb_zhXiPSrJmAb
360	Mächtige Magier		In Rocky Beach findet ein großer Zauberwettbewerb statt. Doch irgendjemand will dem mächtigen Magier Harris schaden. Aber wer steckt dahinter? Um den Fall zu lösen, müssen die drei ??? Kids selbst ein paar Zaubertricks anwenden. Hokuspokus Fidibus!		2016-07-22	false	0	http://a1.mzstatic.com/r40/Music60/v4/84/5b/cb/845bcbe6-aa3f-39a2-0f52-d5bb236be1dd/886445362626.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/machtige-magier1	1108467631	6g5MSdVTrKY3f1ZzsqUhXw		B01EY4QTRU	3803260345	MPREb_eRxyoMVvYd1
361	Geheimnis der Tiere		Kann es sein, dass sich niemand um die Tiere des verstorbenen Anthony Sparks kümmern will? Justus, Peter und Bob haben ein großes Herz und nehmen sie bei sich auf. Dabei kommen die drei ??? Kids einem lang gehüteten Geheimnis auf die Spur.		2016-09-30	false	0	http://a1.mzstatic.com/r40/Music20/v4/05/81/56/058156f9-1b4a-9c47-69ca-0c41667f04d5/886445362633.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/geheimnis-der-tiere1	1128771972	3ahySlDFUrzxatkaJUC2hV		B01HOW0L0A	3803260353	MPREb_vee0Yu4adN2
362	Zombie-Alarm		Bei einem alten Schiffswrack finden die drei ??? Kids eine geheimnisvolle Flaschenpost. Sie stammt von einem Schiffsbrüchigen, dessen Geist einfach keine Ruhe finden will. Ist er wirklich ein Zombie? Ein Fall für starke Nerven.		2016-12-02	false	0	http://a1.mzstatic.com/r40/Music71/v4/dc/0f/86/dc0f86c0-4e34-efbd-f174-7b42649d3389/886445362664.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/zombie-alarm	1149252060	4bM4QL65khBjHgvAEW1glL		B01LGN6D2I	3803260361	MPREb_gMDvbFrkTWV
363	Der schwarze Joker		Justus, Bob und Peter sind verwirrt. Sollte wirklich ihr Erzfeind Skinny Norris hinter den fiesen Streichen stecken, die eine unheimliche Gestalt den Bewohnern von Rocky Beach spielt? Der Unbekannte nennt sich "Der schwarze Joker" und macht selbst vor Tante Mathildas frische Wäsche nicht halt. Also nehmen die drei ??? Kids die Verfolgung auf – doch mit dem schwarzen Joker ist nicht zu spaßen …		2017-01-20	false	0	http://a1.mzstatic.com/r40/Music71/v4/08/6a/46/086a468d-2ab9-dda5-0373-ec2f64b15a44/886445362688.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/der-schwarze-joker1	1176893386	2UNXd8SieHWtTM5g0VMeGv		B01N942EC5	B01M6DL1LL	MPREb_rxpznp8mvbR
364	Das Rätsel der Könige		Seltsame Dinge geschehen im neuen Einkaufszentrum in der Nähe von Rocky Beach. Als die drei ??? Kids die Spuren verfolgen, stoßen sie auf einen wertvollen Königsschatz. Doch sie sind nicht die Einzigen, die das Rätsel der Könige lösen wollen.		2017-03-10	false	0	http://a1.mzstatic.com/r40/Music82/v4/d2/e6/a0/d2e6a020-5714-7d04-7ee1-4b96e377b11c/886445991888.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/das-ratsel-der-konige	1193156639	0zmK2RPZSiThN6xwxDFNrL		B01NBSW289	3803260388	MPREb_wFNoKVlJ7oe
365	Der Weihnachtsdieb		Weihnachten steht vor der Tür und auf Justus, Peter und Bob warten 24 spannende Abenteuer. Jeden Tag stehen die drei ??? Kids vor einem neuen rätselhaften Fall. Findest auch du die Täter und kannst die verzwickten Ratekrimis lösen? Doch Vorsicht! Denn dabei geht es nicht nur um geklaute Tannenbäume …		2017-05-20	false	0	http://a1.mzstatic.com/r40/Music82/v4/59/0a/da/590adaae-2e4b-53cd-43c3-0151875334af/886445991895.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/der-weihnachtsdieb	1207844864	23RIS8PEXnZUs0AwqmstMS		B06VXVLLXC	3803260396	MPREb_UqQ0KVJw9NC
366	Spur des Drachen		Ein Drache in Rocky Beach! Ein unheimlicher Einbrecher mit Drachenmaske verbreitet Angst und Schrecken. Im Villenviertel macht er Jagd auf Schmuck und Diamanten. Zum Glück hinterlässt das Ungeheuer bei seinen Einbrüchen so einige Spuren. Für Die drei ??? Kids beginnt eine aufregende Verfolgungsjagd …		2017-05-19	false	0	http://a1.mzstatic.com/r40/Music111/v4/99/d6/c7/99d6c739-ecbc-5f34-253b-6eb113233729/886445991901.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/spur-des-drachen	1207844655	2KpYeQgAWPq3skEUb1A8qb		B06VXVJ79N	380326040X	MPREb_zvBTvJnvCgm
367	Fußballhelden		Wer treibt im Kostüm des Fußballmaskottchens sein Unwesen? Niemand traut sich, die Maske zu lüften, denn das bringt angeblich Unglück! Die drei ??? Kids sind sich sicher: Hier ist eine fiese Verschwörung im Gange …		2017-07-28	false	0	http://a1.mzstatic.com/r40/Music124/v4/cd/82/70/cd8270da-8017-35a7-ea8f-4c95abdd747f/886445991918.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/fussballhelden	1233233340	66YZOif5ogyl1O0rFT28HM		B071959RJ3	3803260418	MPREb_I29xGC8boLJ
368	Gespensterjagd		Im großen Kino von Rocky Beach spukt es! Doch nicht nur dort, überall in der Stadt tauchen plötzlich geisterhafte Gestalten auf. Und das alles an Halloween! Die drei ??? Kids gehen auf Gespensterjagd.		2017-09-29	false	0	http://a1.mzstatic.com/r40/Music118/v4/ab/88/48/ab884878-5cb4-07f0-65f2-d7891f788b93/886445991932.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/gespensterjagd	1257755625	5XKW97txqaNv82dIUDWf6D		B073V3P2YG	3803260426	MPREb_0JJIIitrxLO
369	Alarm im Dino-Park		Werden die Dinosaurier-Skelette im Dino-Park nachts wirklich lebendig und bedrohen den Parkbesitzer? Justus, Peter und Bob übernehmen den Fall und begeben sich in ein waghalsiges Urzeit-Abenteuer.		2017-12-01	false	0	http://a1.mzstatic.com/r40/Music118/v4/30/e9/0d/30e90dd7-54aa-b0f2-24b0-334899dddd37/886445991949.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/alarm-im-dino-park	1281905742	2ZQKn9GVeJalLEuh3BvuOB		B075KDSFWX	3803260434	MPREb_N4BF83kMBwx
370	Gefahr im Dschungel		Hilfe! Justus, Peter und Bob sind in einem gigantischen Dschungel-Haus gefangen! Und das nur, weil sie einem entführten Professor helfen wollten. Können die drei ??? Kids diesen Fall lösen?		2018-01-19	false	0	http://a1.mzstatic.com/r40/Music114/v4/36/63/fd/3663fd74-b7f3-618f-6a4f-9df22f9f8b53/886446602646.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/die-drei-fragezeichen-kids-62-gefahr-im-dschungel-3	1321933872	3KD5QNC2k1328SsuYFIjiq		B077Z55ZKX	B0775CT31J	MPREb_QauJA3chtpC
371	Monster-Wolken		Monster-Wolken über Rocky Beach! Hässliche Nebelfratzen lenken die Autofahrer ab und Flugzeuge geraten in Gefahr. Doch wer ist für das Chaos am Himmel verantwortlich? Justus, Peter und Bob müssen eingreifen …		2018-03-02	false	0	http://a1.mzstatic.com/r40/Music118/v4/85/43/0b/85430b44-4a4e-a925-f81b-be91b1ec9e69/886446959962.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/monster-wolken	1339183101	39QjW5XIE81HsWRjjyaVH0		B07981KFZZ	3803260450	MPREb_dO8bUdWSjeB
372	In der Schatzhöhle		Die drei ??? Kids haben einen Schnupperkurs im Höhlentauchen gewonnen. Doch ein Taucher ist unter falschen Namen angemeldet und entfernt sich heimlich von der Gruppe. Justus, Peter und Bob verfolgen ihn und entdecken eine Schatzhöhle!		2018-08-15	false	0	http://a1.mzstatic.com/r40/Music124/v4/e2/48/7e/e2487ea9-7542-9cb9-ac50-53e6565e3219/886446602677.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/in-der-schatzhohle	1349263233	6Om3zELCMatFreSN4FMeOG		B079TZXN1R	3803260469	MPREb_NmBZxNq2bGz
373	Mission Goldhund		Ein junger Hund taucht bei den drei ??? Kids auf und weicht ihnen nicht mehr von der Seite. Was will er von ihnen? Sein Halsband ist aus echtem Gold und schon bald geraten Justus, Peter und Bob in eine gefährliche Verfolgungsjagd …		2018-07-27	false	0	http://a1.mzstatic.com/r40/Music124/v4/16/d1/5e/16d15ef8-b3d2-cd09-d13a-9a918a7cf16d/contsched.qlgkvagp.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/mission-goldhund	1373160803	4ErYqkUdfkAmsgltEPJKH7		B07C7XBGTK	3803260477	MPREb_a6U29oVTOMn
374	Geheimnis im Meer		Wer macht der Hauptdarstellerin des Unterwasser-Musicals am Strand von Rocky Beach nur das Leben schwer? Die kleine Meerjungfrau gerät von einer Gefahr in die nächste. Natürlich sind die drei ??? Kids zur Stelle, um den Fall zu lösen.		2018-09-28	false	0	http://a1.mzstatic.com/r40/Music124/v4/51/0c/86/510c86e8-6e69-1b70-39ef-b11ef457826c/886446602691.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/geheimnis-im-meer	1406277822	6xSlKWjaEpc6SMJ69uVKYT		B07F6B4258	3803260485	MPREb_4m0FNgRD8US
375	Der goldene Drache		Ein Drache in Rocky Beach! Während eines Unwetters streckt er seinen Kopf zwischen den Wolken hervor und speit Gold! Ist an der alten Legende tatsächlich etwas Wahres dran? Justus, Peter und Bob gehen der Sache auf den Grund.		2018-11-30	false	0	http://a1.mzstatic.com/r40/Music118/v4/2c/70/86/2c70862b-20a7-af0a-9498-4de35b7e0196/886446602707.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/der-goldene-drache	1436948056	5qvokPibHLO3e47oV4wyhz		B07HK8RRJ1	3803260493	MPREb_d13Y1wDz18K
376	Chaos im Dunkeln		Sonnenfinsternis in Rocky Beach. Doch kaum wird es dunkel, bricht plötzlich Chaos aus. Im Maya-Museum wird eingebrochen und clevere Diebe machen sich ans Werk. Sind die wertvollen Kunstschätze noch zu retten? Die drei ??? Kids nehmen die Verfolgung auf.		2019-01-25	false	0	http://a1.mzstatic.com/r40/Music118/v4/66/4a/49/664a49ca-880c-eaec-ab4e-2bc19a287aee/886447191729.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/chaos-im-dunkeln	1441756871	0zDRwoqvJYhvfhcvQYzfcZ		B07KCPSM2M	B07KZ36GY1	MPREb_DZHkdxAMPLg
377	Die Rätselfalle		Ein Hilferuf versteckt in einem Kreuzworträtsel! Das haben die drei ??? Kids noch nie erlebt. Wer braucht ihre Hilfe? Die Spur führt in ein geheimnisvolles Seniorenheim. Dort geht die spannende Rätseljagd weiter …		2019-03-15	false	0	http://a1.mzstatic.com/r40/Music114/v4/2d/5d/60/2d5d6046-1e41-a8a5-cd04-cf6b81e4a869/886447191736.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/die-ratsel-falle	1449570341	6QpCsN1do9sWdzxMzP6vAm		B07MTFTBZS	B07KZ4MP9F	MPREb_s9yOmltsASh
378	Aufbruch ins All		Justus, Peter und Bob freuen sich auf ein Inselabenteuer vor der Küste von Rocky Beach. Doch plötzlich taucht aus dem Wasser etwas Unheimliches auf. Ist eine Weltraumstation ins Meer gestürzt? Die drei Detektive ermitteln.		2019-05-31	false	0	http://a1.mzstatic.com/r40/Music113/v4/e7/2a/ca/e72aca28-c12e-61cc-f982-e8606ecaea5c/886447660379.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/aufbruch-ins-all	1458535921	1ntNbHEo93jDj2JgZtLMrS		B07Q4YRLYZ	3803260531	MPREb_PSKg045rpV2
379	Tatort Trampolin		Die neueste Attraktion in Rocky Beach ist ein spektakulärer Jump-Park. Doch kurz nach der Eröffnung kommt es zu rätselhaften Pannen. Wer will den Park ruinieren? Die drei ??? Kids machen sich auf die Suche nach dem Täter und geraten dabei selbst in Gefahr.		2019-07-26	false	0	http://a1.mzstatic.com/r40/Music123/v4/82/ee/a5/82eea523-9bc2-fad4-037e-d4ea33e2135a/886447191750.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/tatort-trampolin	1463752980	1RrOzTtLYceG05edrb7YNQ		B07RT5GVYC	B07QMB57LN	MPREb_0fgeyhp81js
380	Die Laser-Falle		Leuchtende Termitenhügel sind die Attraktion im Nationalpark Termiten-City. Das wollen sich Justus, Peter und Bob natürlich nicht entgehen lassen. Doch plötzlich werden Besucher von den kleinen Insekten scheinbar ausgeraubt. Die drei Detektive brauchen jetzt starke Nerven.		2019-09-27	false	0	http://a1.mzstatic.com/r40/Music123/v4/f0/d4/a1/f0d4a100-7df8-175a-e443-3156fa3f38c7/886447191774.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/die-laser-falle	1471657941	0xynCTUxYMlBA1IcPfAgKq		B07TTV4HKD	3803260558	MPREb_cB2YxPwYOkb
381	Surfstrand in Gefahr		Gibt es wirklich Einhörner? Ein alter Surfer behauptet, dass er das sagenumwobene Tier tatsächlich gesehen hat. Natürlich will ganz Rocky Beach das Wunderwesen mit dem magischen Horn hautnah erleben. Justus, Peter und Bob gehen der Sache auf den Grund.		2019-11-15	false	0	http://a1.mzstatic.com/r40/Music113/v4/14/b8/10/14b810ac-2f85-ef3a-0858-fcfb2ef7796d/886447191781.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/Surfstrand-in-Gefahr	1479539513	7JrHsowbMVguSku3JG2tLS		B07XQGQTFF	3803260566	MPREb_eVuiMtMewlt
382	Das Schienen-Monster		Justus, Peter und Bob dürfen in einem supermodernen Zug mitreisen. Während sie die coole Technik testen, fällt plötzlich im gesamten Zug der Strom aus. Wer steckt dahinter? Die drei Detektive ermitteln in einem neuen Fall!		2020-02-14	false	0	http://a1.mzstatic.com/r40/Music124/v4/b9/4a/62/b94a620b-0994-cbd3-3f91-dca7e8c52ce9/886447878507.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/das-schienen-monster	1488586881	7KEMmRYdYTyOkHaoocjwp7		B081VMC5LF	B07ZWBQK5K	MPREb_2RRMBUt3pQe
383	Der Fußball-Roboter		Ein wirklich außergewöhnliches Fußballturnier findet auf dem Marktplatz in Rocky Beach statt. Fußball-Roboter spielen im K.-o.-System gegeneinander. Aber gleich zu Beginn des Turniers passieren mysteriöse Dinge. Im Finale müssen die drei ??? Kids gegen einen Roboter antreten, der alle Tricks draufhat.		2020-04-17	false	0	http://a1.mzstatic.com/r40/Music123/v4/be/2f/d1/be2fd144-3bb9-9ff8-d212-69e53da36fae/886447878514.jpg			1495018958	4M3VGzWy7xxm93zGw0xqAU		B083WP4CD6	3803260582	MPREb_T9rn4fKWQaY
384	Blinde Passagiere		Vor der Küste von Rocky Beach liegt ein großes Kreuzfahrtschiff vor Anker. Doch an Bord geschehen seltsame Dinge und anscheinend macht sich eine Diebesbande ans Werk. Justus, Peter und Bob gehen der Sache auf den Grund – und mischen sich unter die Passagiere.		2020-05-29	false	0	http://a1.mzstatic.com/r40/Music113/v4/1c/33/6c/1c336c9e-22fe-678a-ae2d-181b56a078c4/886447878521.jpg		https://www.dreifragezeichen-kids.de/produktwelt/produkt-details/blinde-passagiere	1501322284	6nSehzQCvelIRQu84k5N7E		B085DW8M19	3803260590	MPREb_5dzynL9gO98
